sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:measurementUnit,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:Valuepercentiles,ADD_INFO:omopQuantity,ADD_INFO:testNameAbbreviation,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
e-cdw[%],e-cdw[%],217,,%,2002402097,"E -Erytrosyytit, kokojakaumaindeksi",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 12, 13, 13, 13, 13, 13, 13, 14, 14, 15,_ ]",,e-cdw,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-clhoi[mmol/l],p-clhoi[mmol/l],216,,mmol/l,2002404141,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 88, 96.5, 99, 101, 103, 104, 105, 107, 108, 110,_ ]",Substance Concentration,p-clhoi,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3014576,Chloride [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-tyreotropiini[miu/l],p-tyreotropiini[miu/l],215,,miu/l,2002404849,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.02, 0.79, 1.03, 1.27, 1.46, 1.57, 1.76, 2.02, 2.33, 2.78,_ ]",,p-tyreotropiini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
pf-leukmuu[%],pf-leukmuu[%],215,,%,2002405022,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1, 2.4, 5, 8, 10, 13, 17.4, 21, 28, 38.6,_ ]",,pf-leukmuu,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"basofiilit,absol.arvot[e9/l]","basofiilit,absol.arvot[e9/l]",215,,e9/l,2002401581,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.02, 0.03, 0.03, 0.04, 0.04, 0.05, 0.06, 0.06, 0.08,_ ]",Number Concentration,"basofiilit,absol.arvot",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3006315,Basophils [#/volume] in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
lasko[mm/h],lasko[mm/h],215,,mm/h,2002403418,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 2, 2, 2, 2, 5, 5, 8, 8, 12, 17.6,_ ]",,lasko,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-ttinrsp[inr],p-ttinrsp[inr],214,,inr,2002404843,"Tromboplastiiniaika, INR-tulostus, SPR",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.8, 0.9, 0.9, 1, 1, 1, 1, 1, 1.1, 1.1,_ ]",Relative time,p-ttinrsp,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3032080,INR in Blood by Coagulation assay,Measurement,MAPS_TO,,Javier,1717545600000,
b-ghba1c-oma[%],b-ghba1c-oma[%],214,,%,2002401051,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 5.2, 5.7, 5.9, 6, 6.2, 6.4, 6.5, 6.9, 7.5, 7.8,_ ]",Mass fraction,b-ghba1c-oma,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3004410,Hemoglobin A1c/Hemoglobin.total in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
up-tsh[mu/l],up-tsh[mu/l],214,,mu/l,2002409234,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.9, 3.4, 3.9, 4.3, 5, 5.8, 6.88, 8.11, 9.42, 12,_ ]",Arbitrary Concentration,up-tsh,0,APPROVED,UNREVIEWED,Tarja,1717545600000,42870560,Thyrotropin [Units/volume] in Cord blood,Measurement,MAPS_TO,,Javier,1717545600000,
s-tyglab[u/ml],s-tyglab[u/ml],213,,u/ml,2002408236,"Tyreoglobuliini, vasta.aineet-paketti",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1, 1, 2, 2, 2.8, 4, 5, 9.4, 17.6, 23,_ ]",Arbitrary Concentration,s-tyglab,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3025547,Thyroglobulin Ab [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
fs-gastr[pmol/l],fs-gastr[pmol/l],213,,pmol/l,2002402566,fS-Gastriini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 5, 6, 8, 9, 10, 12, 15, 19, 28, 42.8,_ ]",Substance Concentration,fs-gastr,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3010370,Gastrin [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-rarah1e[u/ml],s-rarah1e[u/ml],212,,u/ml,2002407744,"rArah1 (f422, rekombinantti, maapähkinä, Arachis hypogaea), IgE vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 0, 0.01, 0.01, 0.01, 0.02, 0.04, 0.09,_ ]",Arbitrary Concentration,s-rarah1e,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,40761873,Peanut recombinant (rAra h) 1 IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
cu-a1miglo[ug/min],cu-a1miglo[ug/min],211,,ug/min,2002401889,"cU-Alfa-1-mikroglobuliini,keräysvirtsa",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 3, 8, 11, 13, 18, 23, 27, 35, 51, 68,_ ]",Mass Rate,cu-a1miglo,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3018461,Alpha 1 globulin [Mass/time] in 24 hour Urine by Electrophoresis,Measurement,MAPS_TO,,Javier,1717545600000,
u-gran[u/field],u-gran[u/field],211,,u/field,2002408920,Granulosyytit,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 0, 1, 1, 1, 1, 2, 4,_ ]",,u-gran,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-kalsium,ionisoitunut[mmol/l]","s-kalsium,ionisoitunut[mmol/l]",210,,mmol/l,2002406846,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.11, 1.2, 1.22, 1.23, 1.24, 1.25, 1.27, 1.28, 1.29, 1.32,_ ]",Substance Concentration,"s-kalsium,ionisoitunut",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3021347,Calcium.ionized [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-albind[g/l],s-albind[g/l],209,,g/l,2002405553,"S-Albumiini, indeksi",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 28.1, 38.28, 40.2, 41.24, 42.3, 43.3, 44.4, 45.2, 46.34, 47.82,_ ]",Mass Concentration,s-albind,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3024561,Albumin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
pf-kol[mmol/l],pf-kol[mmol/l],208,,mmol/l,2002405010,Pf-Kolesteroli,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.2, 0.77, 1.04, 1.3, 1.5, 1.6, 1.8, 2, 2.2, 2.5,_ ]",Substance Concentration,pf-kol,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3041918,Cholesterol [Moles/volume] in Pleural fluid,Measurement,MAPS_TO,,Javier,1717545600000,
basofiilit[%],basofiilit[%],207,,%,2002401578,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 1, 1, 1, 1, 1, 1, 1,_ ]",Number Fraction,basofiilit,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3019069,Monocytes/100 leukocytes in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
p-gluk-0[mmol/l],p-gluk-0[mmol/l],207,,mmol/l,2002404290,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 4.2, 4.6, 4.8, 5, 5.24, 5.5, 5.8, 6.1, 6.38, 6.7,_ ]",Substance Concentration,p-gluk-0,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3007821,Glucose [Moles/volume] in Serum or Plasma --baseline,Measurement,MAPS_TO,,Javier,1717545600000,
s-ttgabg[u/ml],s-ttgabg[u/ml],207,,u/ml,2002408217,"S -Kudostransglutaminaasi, IgG-vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.6, 0.7, 0.7, 0.8, 0.9, 0.9, 1, 1.1, 1.38, 1.8,_ ]",Arbitrary Concentration,s-ttgabg,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3046870,Tissue transglutaminase IgG Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
maksa-2-is[u/l],maksa-2-is[u/l],207,,u/l,2002403708,S-Maksa-2-isoentsyymi (AFOS),LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1, 4, 4, 6, 6, 8, 9, 12, 17, 26,_ ]",Catalytic Concentration,maksa-2-is,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3036185,Alkaline phosphatase.liver 2 [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-gluk0[mmol/l],p-gluk0[mmol/l],207,,mmol/l,2002404312,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 4.2, 4.7, 4.82, 5, 5.2, 5.4, 5.5, 5.7, 5.9, 6.1,_ ]",Substance Concentration,p-gluk0,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3007821,Glucose [Moles/volume] in Serum or Plasma --baseline,Measurement,MAPS_TO,,Javier,1717545600000,
du-urea[mmol],du-urea[mmol],205,,mmol,2002402088,"Urea, vrk-virtsa, paketti",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 4, 14.4, 22, 33, 42, 50, 67, 78.8, 96, 113.6,_ ]",Substance Rate,du-urea,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3036525,Urea [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
s-ceaver[ug/l],s-ceaver[ug/l],205,,ug/l,2002406010,"S -Karsinoembryonaalinen antigeeni, vertailumenetelmä",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.5, 1.2, 1.6, 1.9, 2.3, 2.7, 3.1, 3.8, 4.62, 6.26,_ ]",,s-ceaver,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-urea-ed[mmol/l],p-urea-ed[mmol/l],205,,mmol/l,2002404867,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 8.2, 12.84, 14.8, 15.72, 17.32, 18.6, 19.94, 20.98, 21.92, 23.5,_ ]",,p-urea-ed,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-kreatiniinitykslab[umol/l],p-kreatiniinitykslab[umol/l],205,,umol/l,2002404516,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 46, 55, 58, 62, 65, 68, 71, 73.8, 78, 87,_ ]",Substance Concentration,p-kreatiniinitykslab,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3020564,Creatinine [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-ko-hdl[mmol/l],p-ko-hdl[mmol/l],205,,mmol/l,2002404455,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.75, 0.93, 1.03, 1.11, 1.22, 1.32, 1.41, 1.51, 1.6, 1.82,_ ]",Substance Concentration,p-ko-hdl,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3023602,Cholesterol in HDL [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-p�lyry[u/ml],s-p�lyry[u/ml],204,,u/ml,2002407725,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.01, 0.11, 0.16, 0.27, 0.41, 0.82, 2.46, 6.03, 12.4, 20.7,_ ]",,s-p�lyry,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
iga[g/l],iga[g/l],203,,g/l,2002402928,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.36, 1.02, 1.22, 1.38, 1.54, 1.65, 1.8, 2.05, 2.45, 2.89,_ ]",Mass Concentration,iga,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3007164,IgA [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
hevonee[u/ml],hevonee[u/ml],203,,u/ml,2002402880,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 0, 0.01, 0.02, 0.03, 0.07, 0.12, 0.21,_ ]",,hevonee,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
as-gluk[mmol/l],as-gluk[mmol/l],203,,mmol/l,2002400778,Glukoosi-paketti,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 2.4, 5.12, 5.6, 5.9, 6.18, 6.4, 6.7, 7.04, 7.5, 8.58,_ ]",,as-gluk,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-glukr1h[mmol/l],p-glukr1h[mmol/l],203,,mmol/l,2002404355,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 4.3, 5.72, 6.2, 6.7, 7.08, 7.5, 8, 8.3, 8.9, 9.7,_ ]",Substance Concentration,p-glukr1h,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3015024,Glucose [Moles/volume] in Serum or Plasma --1 hour post dose glucose,Measurement,MAPS_TO,,Javier,1717545600000,
"b-fosfatidyylietanoli,verestä[umol/l]","b-fosfatidyylietanoli,verestä[umol/l]",202,,umol/l,2002401040,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.03, 0.05, 0.07, 0.09, 0.12, 0.16, 0.21, 0.26, 0.43, 0.57,_ ]",,"b-fosfatidyylietanoli,verestä",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"p-reumafaktori,määritys[iu/ml]","p-reumafaktori,määritys[iu/ml]",202,,iu/ml,2002404725,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 5, 11, 12, 12, 12.4, 13, 13, 14, 15, 16.9,_ ]",,"p-reumafaktori,määritys",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
b-ko/adp1[s],b-ko/adp1[s],202,,s,2002401217,B -Kollageeni/ADP 1,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 60, 77, 82, 88, 96, 102, 108, 113.7, 123.8, 135.8,_ ]",,b-ko/adp1,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
fp-a-vit[umol/l],fp-a-vit[umol/l],202,,umol/l,2002402360,fP-A-vitamiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.3, 0.9, 1.1, 1.3, 1.5, 1.7, 1.76, 1.9, 2.1, 2.5,_ ]",,fp-a-vit,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-tyreotropiini[miu/l],s-tyreotropiini[miu/l],201,,miu/l,2002408246,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.01, 0.68, 0.89, 1.05, 1.2, 1.36, 1.56, 1.82, 2.02, 2.31,_ ]",,s-tyreotropiini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
ghb-a1c(vo.hoitaja)[mmol/mol],ghb-a1c(vo.hoitaja)[mmol/mol],200,,mmol/mol,2002402688,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 35, 41, 43, 45, 47, 49, 53, 55.3, 61, 68.1,_ ]",Mass fraction,ghb-a1c(vo.hoitaja),0,APPROVED,UNREVIEWED,Tarja,1717545600000,3004410,Hemoglobin A1c/Hemoglobin.total in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
fb-gluk[mmol/l],fb-gluk[mmol/l],200,,mmol/l,2002402298,"Glukoosi, paketti, paasto",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 3.8, 4.5, 4.8, 5.1, 5.3, 5.6, 5.8, 6.13, 6.52, 7.11,_ ]",Substance Concentration,fb-gluk,0,APPROVED,UNREVIEWED,Tarja,1717545600000,46235168,Fasting glucose [Moles/volume] in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
du-metnef[umol/24h],du-metnef[umol/24h],199,,umol/24h,2002402032,dU-Metanefriini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.1, 0.3, 0.4, 0.42, 0.5, 0.58, 0.6, 0.7, 0.8, 1,_ ]",Substance Rate,du-metnef,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3033923,Metanephrine [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,,Javier,1717545600000,
s-rf[u/ml],s-rf[u/ml],199,,u/ml,2002407779,"S -Reumafaktori, määritys",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 4, 5, 6, 7, 8, 9, 10, 10, 12.2,_ ]",Arbitrary Concentration,s-rf,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3021614,Rheumatoid factor [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-urea-jd[mmol/l],p-urea-jd[mmol/l],199,,mmol/l,2002404868,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.8, 2.8, 3.4, 3.8, 4.2, 4.7, 5.2, 5.8, 6.8, 7.7,_ ]",,p-urea-jd,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
u-levyep[u/field],u-levyep[u/field],199,,u/field,2002409011,U -Levyepiteelisolut,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 1, 1, 1, 1, 1, 1, 2,_ ]",Number Areic (per area),u-levyep,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3051014,Leukocytes [#/area] in Urine sediment by Automated count,Measurement,MAPS_TO,,Javier,1717545600000,
sy-ly+mono[%],sy-ly+mono[%],198,,%,2002408547,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 2.7, 5.94, 8.16, 10.41, 14.16, 22.7, 40.8, 78.95, 91, 94.8,_ ]",Number Fraction,sy-ly+mono,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3003329,Lymphocytes/100 leukocytes in Synovial fluid,Measurement,MAPS_TO,,Javier,1717545600000,
b-cya-mit[ug/l],b-cya-mit[ug/l],198,,ug/l,2002400921,"B -CyA-testaus, rinnakkainen",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 51, 85.4, 111.4, 128.1, 151.6, 177, 197, 226.8, 255.4, 295.2,_ ]",,b-cya-mit,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-tsh-peg[mu/l],s-tsh-peg[mu/l],197,,mu/l,2002408202,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.42, 0.87, 1.41, 1.89, 2.24, 2.62, 2.92, 3.36, 3.6, 4.52,_ ]",Arbitrary Concentration,s-tsh-peg,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3009201,Thyrotropin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
"kalsium,ionisoitunut,aktuaali[mmol/l]","kalsium,ionisoitunut,aktuaali[mmol/l]",197,,mmol/l,2002403024,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.17, 1.21, 1.23, 1.24, 1.25, 1.26, 1.28, 1.29, 1.3, 1.32,_ ]",,"kalsium,ionisoitunut,aktuaali",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-glukp[mmol/l],p-glukp[mmol/l],197,,mmol/l,2002404350,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 3.5, 4.4, 4.8, 5.08, 5.2, 5.4, 5.6, 5.9, 6.2, 7.14,_ ]",Substance Concentration,p-glukp,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
du-mg[mmol],du-mg[mmol],196,,mmol,2002402037,"Magnesium, vrk-virtsa, paketti",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.9, 2, 2.6, 3, 3.4, 3.65, 4.1, 4.55, 5.4, 6.2,_ ]",Substance Rate,du-mg,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3017937,Magnesium [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
b-pvk[fl],b-pvk[fl],196,,fl,2002401422,Perusverenkuva ja trombosyytit,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 76, 84, 86, 87, 88, 89, 90, 91, 93, 94.5,_ ]",-,b-pvk,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,40761511,CBC panel - Blood by Automated count,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
li-/s-alb[mg/g],li-/s-alb[mg/g],195,,mg/g,2002403456,Li-Albumiini/S-Albumiini suhde,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.95, 2.87, 3.19, 3.55, 3.78, 4.17, 4.39, 4.71, 5.13, 5.8,_ ]",Relative Ratio,li-/s-alb,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3013247,Albumin in CSF/Albumin in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
dpteroe[u/ml],dpteroe[u/ml],195,,u/ml,2002401964,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0.01, 0.02, 0.03, 0.04, 0.06, 0.1, 0.16, 0.24,_ ]",,dpteroe,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
plasmanc-reaktiivinenproteiiniosoitus[mg/l],plasmanc-reaktiivinenproteiiniosoitus[mg/l],195,,mg/l,2002405090,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 6, 9, 11, 13, 15, 18, 24, 31.4, 46,_ ]",Mass Concentration,plasmanc-reaktiivinenproteiiniosoitus,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3020460,C reactive protein [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
du-alb[mg],du-alb[mg],194,,mg,2002401976,"Albumiini, vuorokausivirtsa",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 3, 6, 8, 11, 15, 18, 30.8, 47, 62.8, 90.5,_ ]",Mass Rate,du-alb,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3027035,Albumin [Mass/time] in 24 hour Urine,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
s-borabmv[au/ml],s-borabmv[au/ml],194,,au/ml,2002405874,"S-Borrelia, vasta-aineet IgM varmistustutkimus",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 2, 3, 4, 6, 7.2, 10, 13, 18, 23.4, 38,_ ]",,s-borabmv,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
askivuosia[u/24h],askivuosia[u/24h],194,,u/24h,2002400815,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 0, 0, 0, 7, 15, 20, 30,_ ]",,askivuosia,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-glukpik[mmol/l],p-glukpik[mmol/l],191,,mmol/l,2002404351,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 4.2, 4.9, 5.2, 5.4, 5.7, 5.9, 6.1, 6.4, 6.7, 7.7,_ ]",Substance Concentration,p-glukpik,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
inrpika[inr],inrpika[inr],191,,inr,2002402967,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.9, 1, 1, 1, 1, 1, 1, 1.1, 1.1, 1.2,_ ]",Relative time,inrpika,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3032080,INR in Blood by Coagulation assay,Measurement,MAPS_TO,,Javier,1717545600000,
s-chtrabg[u/ml],s-chtrabg[u/ml],190,,u/ml,2002406065,"S -Chlamydia trachomatis, IgG-vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 4, 6,_ ]",,s-chtrabg,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
